ObjectID,GlobalID,Transect Meter Mark,Direction To Group,Distance To Group,Number Seedlings In Group,Number Vegetative In Group,Number Reproductive In Group,siteName,distBetweenTransects,eventDate,recordedBy,transectNumber_,transectOrientation,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
186,935ff25f-23e2-4af9-bbbc-cd688acbc6fc,14.65,-,0.65,3,0,1,3,,1714586400000,,2,NS,d180306f-a8de-4528-b3e6-c040fcbbeb93,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328442016667,38.6700663833333
187,64fced5e-9f40-4105-8b9e-e9eba14f3a9a,15,-,0.65,0,1,0,3,,1714586400000,,2,NS,d180306f-a8de-4528-b3e6-c040fcbbeb93,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328440045455,38.6700842727273
188,f1d36bd2-9367-439b-8e9f-dec9f1e44342,15.05,+,0.97,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328410216667,38.6700795666667
189,ded523b3-1761-485e-9082-25f4ae1784b8,15.4,+,1.1,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.32839375,38.6700855666667
190,eaea4b4c-7173-401f-a5e2-bcc1aa2ca792,16.72,-,0.34,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.3284203,38.6700950166667
191,c5e3f8d2-535c-4799-b64b-c86492133fb7,,,,,,,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.3284205,38.6700963333333
192,9478415c-605b-48a7-86fc-2a6032e08ce1,17.12,-,1.28,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.3284335,38.6700885333333
193,77ba6ec2-b567-421b-8c35-16348139f90b,17.75,-,1.96,0,1,0,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328443233333,38.6701010333333
194,3de4c1de-f5fe-48ab-b602-531d0c3c4426,24.75,-,2.22,0,0,3,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328433533333,38.6701633166667
195,66d3d691-5023-43a0-8994-7b51e8312ca5,25,-,2.31,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328431533333,38.6701626
196,715bafd1-f472-4226-a3ba-c094ba15593c,26.1,-,1.69,0,1,0,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328418033333,38.6701714666667
197,e1e60f8a-5538-411b-acec-17e06191c39d,26.58,-,1.14,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328411183333,38.6701743166667
198,faa351c2-22cd-4762-abd5-4bfcddeae14c,27.15,+,0.88,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.3283888,38.670182
199,43658167-7ca5-44e1-b61a-782d3c72e199,27.3,-,1.62,0,9,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.3284111,38.6701984
200,7cbf0028-a10a-4b86-9233-5b38ea2fb2fa,29.08,-,0.23,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328395666667,38.6701956
201,12a72831-a9c0-4fe7-972b-4af3917c3995,33.77,-,1.21,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328413283333,38.6702454
202,8f4b7d4a-dc25-4105-a0c7-09f6234c05b1,38.05,-,0.06,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328393533333,38.6702791166667
203,1b4245e1-e0e2-430e-adcf-46afab19ce3f,43.57,-,1.29,0,1,0,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328387533333,38.6703249444444
204,6e05e9e4-e40e-4e71-bba4-8d87db73c10b,49.83,-,0.66,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328368033333,38.6703801833333
205,69d07181-bc29-40d5-b751-d340f22d54bd,49.93,-,2.98,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328392958333,38.67039725
206,b7566ce1-b045-464d-9ca5-faef54cc1aec,62.13,-,0.77,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.32834065,38.6704875666667
207,fd157854-e1a8-46fe-8e10-953a2d3c2161,63.55,-,2.48,0,0,1,3,,1714586400000,,2,NS,65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328356333333,38.6704997166667
208,93ebdd16-e72f-4c88-ad9f-7a7078464665,,,,,,,3,,1714586400000,,2,"NS,EW",65a4f5ff-ca1e-43de-b36a-ef7d9dc87f07,5/2/2024 2:02:18 AM,MichelleDPL,5/2/2024 2:02:18 AM,MichelleDPL,-108.328358166667,38.6705058333333
209,b0111991-db0a-4878-a533-409d9d3d006f,4.35,-,0.88,0,1,0,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328359216667,38.6700120833333
210,2ccf139c-2acc-481d-905b-1ab4db688801,5.75,-,1.56,1,0,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328375716667,38.6700104666667
211,8eee549a-3c86-43b0-9c53-cbaf9f3cff36,7.73,-,1.91,0,0,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328407116667,38.6700156666667
212,d085b813-872a-435b-8bcc-8a5c679d28ef,11.1,-,1.96,0,0,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328451516667,38.6700170333333
213,607456af-cf4f-4830-b1fb-44d38c54f6e7,11.16,-,2.13,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328444633333,38.6700187
214,75935a68-a458-47f1-8364-3138032b0921,11.18,-,1.83,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328439083333,38.6700140333333
215,d3aaabdd-b73d-4f11-b5b7-7e1bbf76b6ed,14.36,-,2.84,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328473183333,38.67001265
216,7edf8a43-770a-4459-929b-845c16be6e94,14.33,-,2.49,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3284814,38.6700239666667
217,af673f97-c064-4185-9804-ad92938917c0,13.78,+,3.62,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328464416667,38.6700689833333
218,bed40fb8-9395-497b-94f7-69590374d12d,14.42,+,2.54,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328470966667,38.6700649166667
219,55583442-0926-49bb-85b7-a9731006b73a,14.69,+,2.58,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328473383333,38.6700642166667
220,f329466a-9606-4a0a-98ff-5ce5d770202a,14.16,+,1.12,,6,3,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328476516667,38.6700525166667
221,96935f05-2490-422b-be15-276bc970f664,,,,,,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3284695,38.670052
222,b4d66fe8-fe8a-43c0-a5f1-15d55dd8af23,13.48,-,0.15,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328459383333,38.67003545
223,e303773c-141f-4867-ba75-6ebf37d06e32,13.72,-,2.04,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328469333333,38.6700247833333
224,82294a57-0035-40ca-a463-1943aeb8517d,14.41,-,2.251,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3284678,38.6700165166667
225,779f9413-ed3e-4c6b-8d94-164e3f919355,14.39,,2.84,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3284666,38.6700158666667
226,18c1b797-da9f-4a61-8878-f1080c0db907,14.87,+,0.04,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328475560606,38.6700411818182
227,bdd25b1f-d8c0-405b-a8e0-49711a25a0df,16.37,-,1.8,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328504316667,38.6700179
228,c255d46c-01f5-4713-bcae-b9730cdfc14a,16.37,+,0.07,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328504466667,38.67004155
229,09b1f986-8835-46e7-a04b-3da640219ebd,16.59,-,0.07,,4,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328508433333,38.6700361666667
230,113aac23-cd85-4372-a25e-69d3d704f11e,16.3,+,1.45,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328506283333,38.6700486333333
231,9e176280-c598-45f0-8352-7048d52687bb,16.81,+,1.06,,,2,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.32850065,38.67004995
232,30884144-ffef-49f3-bbb3-309c68aac295,15.92,-,0.82,,2,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.32848635,38.6700317
233,f61bfeaf-f0d5-4d24-ba0c-5ad25de24169,16.23,-,1.19,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328488083333,38.6700304833333
234,62d85490-1710-4a60-9f81-7bc3a8b1c14a,16.24,-,1.87,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.32849025,38.67002295
235,d719039b-0765-45f8-b2ca-3c698ca0eee9,17.52,-,0.87,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328504083333,38.6700324791667
236,f8692710-1fa9-4d97-a658-41a23da98dff,17.5,-,1.14,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328497366667,38.6700334
237,80f67b8b-9637-4548-a713-9d75569fa317,17.66,-,1.19,,1,3,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.32850255,38.6700309166667
238,8748d279-6291-4690-8325-a0db92f3e998,17.83,+,0.38,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3285061,38.6700479666667
239,c7753bf3-abb7-488a-b155-c7004f327516,18.29,+,0.76,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328508683333,38.6700423166667
240,8d90a867-803d-4c7a-925d-842949620a47,18.38,-,0.17,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328514203704,38.6700392962963
241,4544bfe6-8db2-433e-a51b-83b6fd43534d,18.38,-,0.33,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328517233333,38.6700418833333
242,2fda566e-06fc-473f-aa4f-a93fa4f60c72,18.38,-,0.91,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328513259259,38.6700327962963
243,9f09841a-4fff-452b-a632-d29c0551db6d,18.26,-,1.1,,1,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328522616667,38.6700281333333
244,962b39ad-a07d-4444-9c3b-2138dc3f449e,18.91,-,0.93,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328528066667,38.6700352166667
245,2f84cb55-5952-43ff-8362-fa665233f4b5,19,+,0.03,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3285237,38.6700415333333
246,e79a0222-f6be-4e58-abb0-4d1328b6f8fe,18.28,+,0.78,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328513283333,38.67004995
247,09ea86b4-0f38-49c6-aed0-1c9143259589,18.22,+,1.07,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328517466667,38.6700547333333
248,21102880-e3a5-4544-9655-eba5ded0dcad,19.17,+,0.43,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328519097222,38.6700518611111
249,7d411550-e2dc-4821-a56c-6292f3919360,19.31,+,0.78,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328518416667,38.67005625
250,ab12cb29-f4eb-44ab-9515-c99e3d911ba2,19.36,-,2.24,,1,,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.328526866667,38.6700207833333
251,4bc462f6-63c1-453f-b9b0-19523998b4a1,19.64,+,0.42,,,1,3,10,1714586400000,,1,EW,5abc3618-44f3-4de1-9b18-2ef56b2b1fb2,5/2/2024 2:02:19 AM,MichelleDPL,5/2/2024 2:02:19 AM,MichelleDPL,-108.3285306,38.6700481666667
252,940c43dd-1523-4317-a4b5-b7d6d634f0ac,0.99,-,1.86,,,1,10,10,1714672800000,,1,NS,9144678e-5be4-4682-b563-5f43fea63d24,5/3/2024 3:35:46 AM,MichelleDPL,5/3/2024 3:35:46 AM,MichelleDPL,-108.371657916667,38.8487801
253,96391d99-62dd-4a58-982e-4ff9d2d29a38,3.85,-,3.49,,1,,10,10,1714672800000,,1,NS,9144678e-5be4-4682-b563-5f43fea63d24,5/3/2024 3:35:46 AM,MichelleDPL,5/3/2024 3:35:46 AM,MichelleDPL,-108.371673966667,38.8488025333333
254,6ca861b8-7495-4853-a836-805fe35282a2,,,,,,,10,10,1714672800000,,1,NS,9144678e-5be4-4682-b563-5f43fea63d24,5/3/2024 3:35:46 AM,MichelleDPL,5/3/2024 3:35:46 AM,MichelleDPL,-108.371674,38.8488045
255,4279851a-5bd7-427d-aea3-a290b8273860,9.66,+,0.97,,,1,10,10,1714672800000,,1,EW,8b47e296-84fe-4074-92ea-860bad10d0a4,5/3/2024 3:35:48 AM,MichelleDPL,5/3/2024 3:35:48 AM,MichelleDPL,-108.371392270833,38.8488468854167
256,70bdcefd-4a75-41e1-bf31-76694f4e0dda,50.81,-,,90,,1,10,10,1714672800000,,1,EW,8b47e296-84fe-4074-92ea-860bad10d0a4,5/3/2024 3:35:48 AM,MichelleDPL,5/3/2024 3:35:48 AM,MichelleDPL,-108.371851268519,38.8488956759259
257,70b025e6-c9b0-40c5-81be-22f517f9ea7d,50.61,-,0.81,,1,,10,10,1714672800000,,1,EW,8b47e296-84fe-4074-92ea-860bad10d0a4,5/3/2024 3:35:48 AM,MichelleDPL,5/3/2024 3:35:48 AM,MichelleDPL,-108.371854243056,38.8489036527778
258,f4382df6-1705-49c9-b3d8-4106feb2b797,,,,,,,10,10,1714672800000,,1,EW,8b47e296-84fe-4074-92ea-860bad10d0a4,5/3/2024 3:35:48 AM,MichelleDPL,5/3/2024 3:35:48 AM,MichelleDPL,-108.371864833333,38.8489025
259,9595fe08-57f7-4c2b-be7b-a8abb0503fb3,,,,,,,10,10,1714672800000,,,,37ed4000-7f0a-4d67-bec3-935d8df885a1,5/3/2024 3:35:48 AM,MichelleDPL,5/3/2024 3:35:48 AM,MichelleDPL,-108.371871666667,38.8488803333333
260,bfe8001a-0f3d-4fd0-8a0d-f667fc8859f9,98.96,+,0.72,0,0,1,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377386333333,39.0614508333333
261,1bd0fa35-758e-4d92-9850-eff9cd9ac496,98.52,+,1.03,,,1,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377386666667,39.0614501666667
262,2f61a27a-f18a-488a-adfd-62fc38b3f2ce,98.7,-,9.5,,1,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377376833333,39.0614606666667
263,2aaaa1c3-7434-4d25-9698-6421a2a22102,96.5,+,0.32,,2,2,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.3773835,39.0614565
264,a9187c18-ff36-4c60-867d-977df59a142d,96.69,-,2.4,,2,2,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377379666667,39.0614903333333
265,e007446f-cc0f-4ee5-83d0-b3992079eb9f,81.3,+,2.58,,1,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377444,39.0614963333333
266,2f3c2f0b-c044-467c-9fb7-a25fed26dbd8,78.6,-,2.6,,,1,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377365333333,39.061624
267,a8893339-5472-42ef-8926-ce8d46aae117,57.74,+,0.6,,,1,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377437666667,39.0616456666667
268,433fad0d-8c1c-4482-ac7c-3b66fbdf7bc2,58.75,-,2.67,,1,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377403333333,39.0618356666667
269,d6bb8671-20b3-4949-be8a-657e21ab63ec,30.91,+,0.45,,1,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377435833333,39.0618495
270,6b196396-fc2b-4dc1-8232-72d5b926fe83,26.2,+,2.28,,4,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.3773965,39.0620758333333
271,ca3f4125-8475-42b5-b238-9277a2d2e1b6,23.04,+,0.98,,,1,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377347,39.0621111666667
272,1ec4eb14-6dea-4c6d-b80d-51894fce4036,22.19,-,0.16,,,1,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377347833333,39.0621371666667
273,3e4ebd12-2c13-4000-9c3e-3d880855b58e,17.61,+,34,,1,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377343333333,39.0621355
274,ec838b59-a2f9-43bc-89e5-3a595e3cf92c,2.24,-,0.92,,1,,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377330666667,39.0621901666667
275,d8f809aa-8a1e-4c71-bfa6-09ee8fc2f849,0.68,-,0.52,,,3,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377318666667,39.062339
276,59593a48-ce0b-45a4-9f1b-2249609503d1,0.1,-,0.15,,3,3,12,10,1714672800000,,1,NS,a2f6504f-6c66-4966-8a2f-1f349b06ea1b,5/3/2024 3:35:49 AM,MichelleDPL,5/3/2024 3:35:49 AM,MichelleDPL,-108.377348666667,39.0623541666667
